video,status,npz_files,total_wall_s,gpu_util_max,gpu_util_mean,gpu_util_p95,gpu_mem_peak_mib,gpu_mem_mean_mib,gpu_samples
A2svogybzeo,complete,8,311.6,100.0,7.5,50.0,3312.0,2525.7,290
A3EJZR-2dO4,complete,8,479.2,100.0,6.2,49.0,3403.0,2518.2,442
A57REjB7ENw,complete,8,206.0,100.0,6.2,52.0,3203.0,2504.5,189
A5SnSQbmFGE,complete,8,302.6,100.0,5.0,22.0,2944.0,2498.1,278
A7US4fAXxKM,complete,8,307.6,100.0,7.1,46.0,2944.0,2523.4,282
A9s3LVJGrH8,complete,8,170.7,100.0,5.9,46.0,2685.0,2452.2,162
AA0m2kT3WAQ,complete,8,376.0,100.0,9.3,59.0,2944.0,2510.4,344
AALIoJUKYiY,complete,8,415.5,100.0,7.0,46.0,2944.0,2512.5,384
AAc4Ln8LcYA,complete,8,330.3,100.0,9.5,61.0,3232.0,2537.8,304
ABdsIExCFgs,complete,0,12.5,23.0,1.1,5.0,2944.0,2441.0,54
ACHqS9TNqMU,complete,8,408.3,100.0,6.3,48.0,2959.0,2513.0,343
ACyvV6C3Zzs,complete,8,177.0,96.0,5.1,33.0,2794.0,2503.2,163
AD5l73v5Z64,complete,8,206.7,100.0,7.9,49.0,2685.0,2527.9,191
ADgAm2GRYjw,complete,8,195.4,100.0,5.6,48.0,2944.0,2484.2,182
AE2elHHWst8,complete,8,229.2,100.0,7.9,48.0,2794.0,2511.1,212
AFbu5I0-wHE,complete,8,250.3,100.0,7.0,32.0,2944.0,2521.5,233
AFt6w9tjkrw,complete,8,201.4,100.0,4.2,24.0,3203.0,2493.6,187
AGBqWGFV7KM,complete,8,293.6,100.0,7.6,49.0,2944.0,2520.7,270
AGmILXsd0PE,complete,8,431.8,100.0,7.3,54.0,2944.0,2493.5,399
AHjxpDDfzUc,complete,8,347.7,100.0,5.2,36.0,2944.0,2516.8,299
AIJx3iZwttk,complete,4,151.0,100.0,5.8,52.0,2876.0,2443.8,313
AJDWx4Ms3FQ,complete,8,205.7,100.0,5.5,46.0,3255.0,2521.6,187
AJmYJL2zKUo,complete,1,11.2,100.0,3.0,17.0,2685.0,2459.8,205
ALs7h4xd2bU,complete,8,220.1,100.0,9.2,58.0,2944.0,2465.4,205
AMLu3I4AASs,complete,8,348.9,100.0,8.5,50.0,2944.0,2518.2,319
AMl-gjswr-0,complete,8,358.9,100.0,9.1,65.0,3588.0,2570.2,324
AOQBlIN8WzQ,complete,8,316.5,100.0,8.4,49.0,2944.0,2528.2,289
AOkwFAgqUac,complete,5,360.2,100.0,6.0,48.0,3203.0,2510.5,431
AUDOUVYtmw4,complete,8,379.3,100.0,4.5,30.0,3089.0,2483.0,347
AVbGRFlBIAk,complete,8,480.5,100.0,6.4,49.0,2944.0,2536.7,437
AViquZS-u1U,complete,8,181.4,100.0,6.7,46.0,2685.0,2488.1,169
AW8l-jbD_yw,complete,8,434.4,100.0,8.4,58.0,3326.0,2537.0,378
AXNQsDc47Wc,complete,8,169.0,100.0,4.8,18.0,2794.0,2518.3,158
AZqfgPe2Mfk,complete,8,173.7,100.0,4.1,16.0,2794.0,2516.4,164
AbtErTHzOWg,complete,8,295.7,100.0,6.9,49.0,2685.0,2506.5,272
AbwXxodYods,complete,8,462.0,100.0,4.3,29.0,2944.0,2502.9,416
Ac4ZtfIpfAQ,complete,8,188.6,100.0,7.1,46.0,2685.0,2481.2,176
Afb046MinhE,complete,8,221.0,100.0,4.7,43.0,3246.0,2504.7,200
Aj3_rmEBl4Q,complete,8,223.3,100.0,6.5,46.0,2685.0,2462.9,214
Ak-KMOCNgak,complete,8,273.4,100.0,5.0,34.0,3203.0,2548.5,245
Am7yokr4xcY,complete,8,359.5,100.0,9.6,62.0,2944.0,2545.5,324
AnAWwZyfhkg,complete,8,223.9,100.0,5.5,45.0,3203.0,2543.6,206
AnyQvjQEI1M,complete,8,550.0,100.0,4.8,35.0,2944.0,2513.6,465
ApB0mY8LlIY,complete,8,300.4,100.0,7.5,49.0,2914.0,2502.9,276
ArVRTz18swk,complete,8,320.6,100.0,8.9,56.0,2944.0,2529.0,293
ArXTG9McgFs,complete,8,166.8,100.0,7.1,60.0,2836.0,2465.1,159
AvJPExj1v2k,complete,8,378.9,100.0,6.9,46.0,3169.0,2531.7,340
Aw9XSJ712u0,complete,8,220.8,100.0,5.4,28.0,2944.0,2530.2,201
Ax8fNLsuqhM,complete,8,248.7,100.0,5.4,34.0,3203.0,2563.7,222
AxqZUTHV4xU,complete,8,307.3,100.0,4.7,30.0,3203.0,2548.9,275
AywVVVVXpiU,complete,7,281.2,100.0,5.6,41.0,2944.0,2524.7,322
B-BIGDqvr6E,complete,8,204.5,100.0,5.0,35.0,2685.0,2438.6,195
B28L21lXHqk,complete,8,195.1,100.0,7.9,49.0,2944.0,2547.2,179
B4fcY_kDxrY,complete,8,331.4,100.0,5.0,41.0,2944.0,2520.3,284
B5V9OMYdeFg,complete,8,394.4,100.0,6.6,48.0,3053.0,2523.5,367
B7KyzE_2Awc,complete,7,476.0,100.0,2.9,13.0,2944.0,2436.6,394
B9FzVhw8_bY,complete,8,730.7,5.0,0.9,2.0,3462.0,3462.0,14
BBjLkwIBeD4,complete,8,284.2,100.0,7.1,46.0,3053.0,2531.0,257
BGI8eAwsGkQ,complete,8,199.3,100.0,3.7,16.0,2924.0,2494.9,185
BGL9IVmolNg,complete,8,255.0,100.0,4.2,16.0,2944.0,2502.9,240
BHK9FArMp3U,complete,8,249.7,100.0,4.1,22.0,2944.0,2511.6,228
BI5Ez8GfUQk,complete,8,201.7,100.0,6.6,49.0,2794.0,2487.0,188
BI88cbfpcs4,complete,8,129.2,59.0,2.0,8.0,2685.0,2451.6,124
BJpq-MBImXs,complete,8,378.1,100.0,6.9,47.0,3053.0,2481.5,349
BJs8fDke3Do,complete,8,282.9,100.0,8.0,46.0,2685.0,2534.2,261
BK2twIqPLUs,complete,8,237.7,100.0,10.1,67.0,2944.0,2521.9,218
BKorP55Aqvg,complete,8,595.2,100.0,7.5,60.0,3286.0,2564.9,515
BMACKeHjgz8,complete,8,385.1,100.0,5.8,36.0,2944.0,2520.7,348
BMRdkU5BYS8,complete,8,253.3,100.0,5.3,26.0,3053.0,2498.9,235
BMm8,partial,0,0.0,,,,,,
BN_glUIYmqE,complete,8,207.7,100.0,4.2,24.0,3203.0,2485.8,191
BOFByyDRCuM,complete,10,325.3,100.0,6.2,42.0,2944.0,2538.7,303
BQ4byavxN5Q,complete,8,245.5,100.0,9.9,64.0,2944.0,2496.6,227
BQZTNUoT8Jw,complete,8,349.2,100.0,6.2,49.0,3235.0,2496.4,326
BQtMVdsiWVY,complete,8,264.1,100.0,5.1,18.0,2944.0,2511.3,246
BRDOaSBA5Es,complete,8,613.5,100.0,7.2,62.0,3578.0,2564.9,531
BRRDQmpencg,complete,8,236.9,100.0,3.0,16.0,2944.0,2503.2,214
BSzSF44uN2o,complete,8,180.9,100.0,10.7,77.0,3203.0,2550.2,166
BT58h5iD5Dg,complete,8,176.6,61.0,2.2,16.0,2685.0,2471.4,166
BTjA8YQ18x4,complete,8,363.7,100.0,5.9,47.0,2959.0,2485.1,336
BTo4jA0SGTE,complete,10,279.2,100.0,7.0,46.0,3169.0,2520.5,249
BU4Klidh3d0,complete,8,269.5,93.0,3.3,17.0,2944.0,2483.0,246
BX9WFJc-75U,complete,8,299.7,100.0,7.2,47.0,2685.0,2485.1,279
BXJel8Wrf2w,complete,8,210.7,100.0,7.8,49.0,2944.0,2528.7,195
BYXK9zTvkf8,complete,8,247.6,100.0,4.8,29.0,2685.0,2461.1,235
BYkzQ5jEnCA,complete,8,226.8,100.0,7.2,49.0,2685.0,2467.2,215
BZcxG9sSzNA,complete,10,343.5,100.0,7.0,49.0,2944.0,2518.6,487
BbzMA3GiJR0,complete,8,204.0,100.0,4.5,16.0,3203.0,2638.6,170
BdCNtywcR6M,complete,8,188.8,75.0,5.0,23.0,2944.0,2564.9,176
Bec12MmvRVc,complete,8,359.1,100.0,5.6,39.0,2944.0,2514.9,326
BerUvYg7o_A,complete,8,377.3,100.0,7.7,50.0,2944.0,2516.9,342
BguSmQuIwUQ,complete,8,270.0,100.0,7.5,48.0,2685.0,2521.7,249
BiTtT9cpXHs,complete,8,178.5,100.0,3.6,15.0,2914.0,2495.8,166
BjDozn9EQ8k,complete,8,411.9,100.0,8.5,51.0,3203.0,2532.6,370
Bjh_ZlWH4TA,complete,8,173.8,100.0,8.7,55.0,2685.0,2492.7,163
Bn2Z6tnZk1A,complete,8,877.8,100.0,6.7,58.0,4351.0,2355.1,647
BnyAcK8mAAI,complete,8,351.8,100.0,7.3,48.0,2944.0,2533.5,315
BpErDroM9rM,complete,8,182.6,100.0,5.9,38.0,2944.0,2534.3,169
BqwmzSGl7aI,complete,8,306.2,100.0,6.0,42.0,2944.0,2544.9,284
BrJqJ7KYCac,complete,8,390.4,100.0,6.5,46.0,2944.0,2525.9,361
BsZ3VAZXaJk,complete,8,221.0,95.0,7.2,49.0,2794.0,2482.9,204
BtoI9eDzqRc,complete,8,156.3,100.0,10.2,81.0,3216.0,2487.0,146
BuD7x40AU8g,complete,8,354.6,100.0,3.9,15.0,2685.0,2466.2,336
