a,b,spearman
core_clip__times_s__std,cut_detection__union_timestamps_sec__p50,0.9881
cut_detection__union_timestamps_sec__std,scene_classification__end_time_s__p90,0.9881
cut_detection__pair_times_s__p50,scene_classification__end_time_s__p90,0.9881
cut_detection__pair_times_s__mean,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__p50,cut_detection__union_timestamps_sec__max,0.9881
core_clip__times_s__p50,cut_detection__union_timestamps_sec__p50,0.9881
core_clip__times_s__p50,cut_detection__union_timestamps_sec__p90,0.9881
core_clip__times_s__p90,cut_detection__union_timestamps_sec__p90,0.9881
core_clip__times_s__p90,cut_detection__union_timestamps_sec__p50,0.9881
core_clip__times_s__p90,cut_detection__pair_times_s__max,0.9881
cut_detection__pair_times_s__p90,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__std,cut_detection__pair_times_s__std,0.9881
core_clip__times_s__max,cut_detection__union_timestamps_sec__max,0.9881
core_clip__times_s__std,cut_detection__pair_times_s__p50,0.9881
core_clip__times_s__max,cut_detection__pair_times_s__mean,0.9881
core_clip__times_s__max,cut_detection__pair_times_s__p50,0.9881
core_clip__times_s__mean,cut_detection__union_timestamps_sec__p90,0.9881
core_clip__times_s__mean,cut_detection__union_timestamps_sec__mean,0.9881
core_clip__times_s__mean,cut_detection__union_timestamps_sec__p50,0.9881
core_clip__times_s__p90,cut_detection__pair_times_s__p90,0.9881
core_clip__times_s__mean,cut_detection__pair_times_s__std,0.9881
core_clip__times_s__mean,cut_detection__pair_times_s__mean,0.9881
core_clip__times_s__p90,cut_detection__pair_times_s__std,0.9881
cut_detection__union_timestamps_sec__max,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__mean,cut_detection__pair_times_s__max,0.9881
core_clip__times_s__mean,cut_detection__pair_times_s__p50,0.9881
core_clip__times_s__mean,cut_detection__pair_times_s__p90,0.9881
core_clip__times_s__p90,cut_detection__pair_times_s__mean,0.9881
core_clip__times_s__p90,cut_detection__pair_times_s__p50,0.9881
core_clip__times_s__max,cut_detection__pair_times_s__max,0.9881
core_clip__times_s__mean,cut_detection__union_timestamps_sec__max,0.9881
cut_detection__pair_times_s__std,scene_classification__end_time_s__p90,0.9881
core_clip__times_s__std,cut_detection__union_timestamps_sec__max,0.9881
core_clip__times_s__max,cut_detection__pair_times_s__std,0.9881
core_clip__times_s__max,cut_detection__pair_times_s__p90,0.9881
core_clip__times_s__p90,cut_detection__union_timestamps_sec__max,0.9881
core_clip__times_s__p90,cut_detection__union_timestamps_sec__mean,0.9881
core_clip__times_s__max,cut_detection__union_timestamps_sec__std,0.9881
core_clip__times_s__p50,cut_detection__union_timestamps_sec__mean,0.9881
core_clip__times_s__p90,cut_detection__union_timestamps_sec__std,0.9881
uniqueness__repeat_threshold_raw,uniqueness__repeat_threshold_used,0.988
core_clip__times_s__max,core_optical_flow__preview_pair_pos__std,0.9879
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__p90,0.9879
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__std,0.9879
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__max,0.9879
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__mean,0.9879
core_clip__times_s__p90,core_optical_flow__preview_pair_pos__p50,0.9879
core_clip__times_s__std,core_optical_flow__preview_pair_pos__std,0.9879
core_clip__times_s__std,core_optical_flow__preview_pair_pos__p90,0.9879
core_clip__times_s__std,core_optical_flow__preview_pair_pos__p50,0.9879
core_clip__times_s__std,core_optical_flow__preview_pair_pos__mean,0.9879
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__max,0.9879
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__mean,0.9879
core_clip__times_s__std,core_optical_flow__preview_pair_pos__max,0.9879
cut_detection__soft_hsv_v__min,cut_detection__soft_lab_l__min,0.9879
core_clip__times_s__mean,core_optical_flow__preview_pair_pos__std,0.9879
core_clip__times_s__mean,core_optical_flow__preview_pair_pos__p90,0.9879
core_clip__times_s__mean,core_optical_flow__preview_pair_pos__p50,0.9879
core_clip__times_s__mean,core_optical_flow__preview_pair_pos__mean,0.9879
core_clip__times_s__mean,core_optical_flow__preview_pair_pos__max,0.9879
core_clip__times_s__max,core_optical_flow__preview_pair_pos__p50,0.9879
core_clip__times_s__max,core_optical_flow__preview_pair_pos__mean,0.9879
core_clip__times_s__max,core_optical_flow__preview_pair_pos__max,0.9879
core_clip__times_s__max,core_optical_flow__preview_pair_pos__p90,0.9879
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__std,0.9879
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__p50,0.9879
core_clip__times_s__p50,core_optical_flow__preview_pair_pos__p90,0.9879
cut_detection__event_start_time_s__max,cut_detection__event_times_s__p90,0.9877
cut_detection__soft_lab_l__mean,cut_detection__soft_lab_l__p50,0.9877
core_clip__places365_topk_scores__mean,core_clip__places365_topk_scores__p50,0.9876
core_optical_flow__times_s__p90,scene_classification__end_time_s__p90,0.9874
core_optical_flow__times_s__std,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_cur_times_s__std,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_prev_times_s__p90,scene_classification__end_time_s__p90,0.9874
core_optical_flow__times_s__mean,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_prev_times_s__std,scene_classification__end_time_s__p90,0.9874
core_optical_flow__times_s__max,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_prev_times_s__max,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_cur_times_s__mean,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_cur_times_s__max,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_prev_times_s__p50,scene_classification__end_time_s__p90,0.9874
core_optical_flow__times_s__p50,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_cur_times_s__p50,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_prev_times_s__mean,scene_classification__end_time_s__p90,0.9874
core_optical_flow__preview_cur_times_s__p90,scene_classification__end_time_s__p90,0.9874
cut_detection__event_end_time_s__mean,cut_detection__event_times_s__max,0.9872
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__threshold_flow__mean,0.9871
cut_detection__event_end_time_s__max,cut_detection__event_end_time_s__std,0.9871
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__threshold_flow__max,0.9871
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__threshold_flow__min,0.9871
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__threshold_flow__p90,0.9871
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__threshold_flow__p50,0.9871
core_optical_flow__flow_dx_mean_per_sec_norm__std,core_optical_flow__motion_norm_per_sec_mean__std,0.987
scene_classification__frame_top1_prob__p90,scene_classification__frame_top1_top2_gap__p90,0.987
cut_detection__event_end_time_s__mean,cut_detection__event_end_time_s__p50,0.9868
core_optical_flow__preview_pair_pos__max,scene_classification__end_time_s__p90,0.9867
core_optical_flow__preview_pair_pos__p50,scene_classification__end_time_s__p90,0.9867
core_optical_flow__preview_pair_pos__std,scene_classification__end_time_s__p90,0.9867
cut_detection__event_start_time_s__p50,cut_detection__event_times_s__p50,0.9867
core_optical_flow__preview_pair_pos__mean,scene_classification__end_time_s__p90,0.9867
scene_classification__frame_scene_id__max,scene_classification__frame_scene_id__mean,0.9867
core_optical_flow__preview_pair_pos__p90,scene_classification__end_time_s__p90,0.9867
video_pacing__short_shot_fraction,video_pacing__shots_count,0.9865
cut_detection__event_end_time_s__max,cut_detection__event_times_s__std,0.9864
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__flow_mag__std,0.9863
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__motion_flow_mag__std,0.9863
core_optical_flow__flow_dx_mean_per_sec_norm__std,cut_detection__soft_flow_mag__std,0.9863
cut_detection__event_start_time_s__p90,cut_detection__event_times_s__max,0.9863
core_clip__frame_embeddings__std,scene_classification__frame_scene_embedding__std,0.9863
cut_detection__event_end_time_s__mean,cut_detection__event_times_s__p50,0.9862
cut_detection__event_start_time_s__std,cut_detection__event_times_s__std,0.9861
cut_detection__event_pair_index__max,cut_detection__event_start_time_s__max,0.986
cut_detection__event_pair_index__max,cut_detection__event_times_s__max,0.9858
cut_detection__event_end_time_s__p50,cut_detection__event_times_s__mean,0.9858
video_pacing__cuts_per_10s,video_pacing__shot_duration_mean,0.9856
video_pacing__short_shot_fraction,video_pacing__shot_duration_mean_normalized,0.9855
cut_detection__times_s__max,scene_classification__times_s__p50,0.9854
cut_detection__times_s__max,scene_classification__times_s__mean,0.9854
cut_detection__times_s__p50,scene_classification__end_time_s__max,0.9854
cut_detection__times_s__mean,scene_classification__times_s__std,0.9854
cut_detection__times_s__mean,scene_classification__times_s__mean,0.9854
cut_detection__times_s__mean,scene_classification__times_s__p90,0.9854
cut_detection__times_s__mean,scene_classification__times_s__p50,0.9854
cut_detection__times_s__max,scene_classification__end_time_s__max,0.9854
cut_detection__times_s__max,scene_classification__times_s__max,0.9854
cut_detection__times_s__max,scene_classification__times_s__p90,0.9854
cut_detection__times_s__max,scene_classification__times_s__std,0.9854
cut_detection__times_s__std,scene_classification__end_time_s__max,0.9854
cut_detection__times_s__p90,scene_classification__times_s__p90,0.9854
cut_detection__times_s__std,scene_classification__times_s__max,0.9854
cut_detection__times_s__p90,scene_classification__times_s__std,0.9854
cut_detection__times_s__p90,scene_classification__times_s__mean,0.9854
cut_detection__times_s__p50,scene_classification__times_s__p90,0.9854
cut_detection__times_s__p50,scene_classification__times_s__mean,0.9854
cut_detection__times_s__p90,scene_classification__end_time_s__max,0.9854
cut_detection__times_s__p50,scene_classification__times_s__std,0.9854
cut_detection__times_s__p50,scene_classification__times_s__p50,0.9854
cut_detection__times_s__p90,scene_classification__times_s__max,0.9854
cut_detection__times_s__p90,scene_classification__times_s__p50,0.9854
cut_detection__times_s__std,scene_classification__times_s__p90,0.9854
cut_detection__times_s__std,scene_classification__times_s__std,0.9854
cut_detection__times_s__std,scene_classification__times_s__mean,0.9854
cut_detection__times_s__std,scene_classification__times_s__p50,0.9854
cut_detection__times_s__mean,scene_classification__times_s__max,0.9854
cut_detection__times_s__mean,scene_classification__end_time_s__max,0.9854
cut_detection__times_s__p50,scene_classification__times_s__max,0.9854
scene_classification__frame_entropy__mean,scene_classification__frame_entropy__p50,0.9852
scene_classification__end_time_s__mean,scene_classification__times_s__p90,0.9852
scene_classification__end_time_s__max,scene_classification__end_time_s__mean,0.9851
scene_classification__end_time_s__mean,scene_classification__times_s__p50,0.9851
scene_classification__end_time_s__mean,scene_classification__times_s__mean,0.9851
cut_detection__event_start_time_s__std,cut_detection__event_times_s__p90,0.9851
scene_classification__end_time_s__mean,scene_classification__times_s__std,0.9851
scene_classification__end_time_s__mean,scene_classification__times_s__max,0.9851
core_clip__frame_embeddings__min,scene_classification__frame_scene_embedding__min,0.9849
cut_detection__event_end_time_s__p90,cut_detection__event_end_time_s__std,0.9848
scene_classification__start_time_s__p50,scene_classification__start_time_s__p90,0.9847
cut_detection__times_s__std,scene_classification__end_frame__max,0.9844
cut_detection__times_s__p90,scene_classification__end_frame__max,0.9844
cut_detection__times_s__p50,scene_classification__end_frame__max,0.9844
cut_detection__times_s__max,scene_classification__end_frame__max,0.9844
cut_detection__times_s__mean,scene_classification__end_frame__max,0.9844
cut_detection__event_start_time_s__p90,cut_detection__event_times_s__mean,0.9843
scene_classification__end_frame__max,scene_classification__end_time_s__mean,0.9842
scene_classification__frame_entropy__mean,scene_classification__frame_topk_probs__mean,0.9842
core_clip__times_s__p50,cut_detection__times_s__max,0.984
core_clip__times_s__p90,cut_detection__times_s__max,0.984
core_clip__times_s__p50,cut_detection__times_s__p90,0.984
core_clip__times_s__p50,cut_detection__times_s__std,0.984
core_clip__times_s__max,cut_detection__times_s__std,0.984
core_clip__times_s__p90,cut_detection__times_s__std,0.984
core_clip__times_s__p90,cut_detection__times_s__p50,0.984
core_clip__times_s__p90,cut_detection__times_s__mean,0.984
cut_detection__event_end_time_s__max,cut_detection__event_end_time_s__mean,0.984
core_clip__times_s__p90,cut_detection__times_s__p90,0.984
core_clip__times_s__mean,cut_detection__times_s__max,0.984
core_clip__times_s__mean,cut_detection__times_s__p50,0.984
core_clip__times_s__mean,cut_detection__times_s__mean,0.984
core_clip__times_s__p50,cut_detection__times_s__mean,0.984
core_clip__times_s__std,cut_detection__times_s__max,0.984
core_clip__times_s__std,cut_detection__times_s__mean,0.984
core_clip__times_s__p50,cut_detection__times_s__p50,0.984
core_clip__times_s__std,cut_detection__times_s__std,0.984
core_clip__times_s__mean,cut_detection__times_s__p90,0.984
core_clip__times_s__max,cut_detection__times_s__max,0.984
core_clip__times_s__std,cut_detection__times_s__p90,0.984
core_clip__times_s__std,cut_detection__times_s__p50,0.984
core_clip__times_s__max,cut_detection__times_s__p90,0.984
core_clip__times_s__max,cut_detection__times_s__p50,0.984
core_clip__times_s__max,cut_detection__times_s__mean,0.984
core_clip__times_s__mean,cut_detection__times_s__std,0.984
cut_detection__event_start_time_s__std,cut_detection__event_times_s__max,0.9838
core_clip__frame_embeddings__max,scene_classification__frame_scene_embedding__max,0.9831
scene_classification__frame_entropy__min,scene_classification__frame_top1_top2_gap__max,0.983
cut_detection__event_start_time_s__mean,cut_detection__event_times_s__p90,0.9829
cut_detection__event_pair_index__max,cut_detection__event_times_s__p90,0.9828
scene_classification__frame_scene_id__mean,scene_classification__frame_scene_id__p50,0.9828
cut_detection__times_s__mean,scene_classification__end_time_s__p90,0.9826
cut_detection__times_s__max,scene_classification__end_time_s__p90,0.9826
cut_detection__times_s__p50,scene_classification__end_time_s__p90,0.9826
cut_detection__soft_hsv_v__mean,cut_detection__soft_hsv_v__p50,0.9826
cut_detection__times_s__p90,scene_classification__end_time_s__p90,0.9826
cut_detection__times_s__std,scene_classification__end_time_s__p90,0.9826
cut_detection__motion_cuts_count,cut_detection__zoom_transition_count,0.9826
cut_detection__ssim_drop__mean,cut_detection__ssim_drop__p50,0.9825
scene_classification__start_frame__mean,scene_classification__start_frame__p90,0.9824
cut_detection__event_end_time_s__p90,cut_detection__event_start_time_s__std,0.9823
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__p50,0.9822
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__mean,0.9822
cut_detection__event_end_time_s__max,cut_detection__event_times_s__mean,0.9822
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__mean,0.9822
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__max,0.9822
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__p90,0.9822
cut_detection__event_end_time_s__max,cut_detection__pair_times_s__std,0.9822
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__std,0.9822
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__max,0.9822
cut_detection__event_pair_index__max,cut_detection__event_start_time_s__p90,0.9822
cut_detection__event_end_time_s__p90,cut_detection__event_start_time_s__p90,0.9822
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__p90,0.9821
cut_detection__event_end_time_s__max,cut_detection__union_timestamps_sec__p50,0.9821
cut_detection__event_end_time_s__p90,cut_detection__event_start_time_s__max,0.9819
core_clip__places365_video_topk_scores__mean,core_clip__places365_video_topk_scores__p50,0.9818
core_optical_flow__times_s__mean,cut_detection__event_end_time_s__max,0.9815
core_optical_flow__times_s__max,cut_detection__event_end_time_s__max,0.9815
core_optical_flow__times_s__std,cut_detection__event_end_time_s__max,0.9815
core_optical_flow__preview_cur_times_s__max,cut_detection__event_end_time_s__max,0.9815
core_optical_flow__preview_prev_times_s__max,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__times_s__p50,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_prev_times_s__p50,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_cur_times_s__p50,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_prev_times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_cur_times_s__mean,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__times_s__p90,cut_detection__event_end_time_s__max,0.9814
core_optical_flow__preview_prev_times_s__p90,cut_detection__event_end_time_s__max,0.9812
scene_classification__start_time_s__max,scene_classification__start_time_s__p50,0.9812
core_optical_flow__preview_cur_times_s__std,cut_detection__event_end_time_s__max,0.9812
core_optical_flow__preview_prev_times_s__std,cut_detection__event_end_time_s__max,0.9812
core_optical_flow__preview_cur_times_s__p90,cut_detection__event_end_time_s__max,0.9811
cut_detection__event_end_time_s__std,cut_detection__event_times_s__max,0.981
cut_detection__event_start_time_s__max,cut_detection__event_times_s__mean,0.9809
cut_detection__event_end_time_s__mean,cut_detection__event_start_time_s__mean,0.9807
core_optical_flow__preview_pair_pos__p90,cut_detection__event_end_time_s__max,0.9806
core_optical_flow__preview_pair_pos__max,cut_detection__event_end_time_s__max,0.9806
core_optical_flow__preview_pair_pos__p50,cut_detection__event_end_time_s__max,0.9806
core_optical_flow__preview_pair_pos__mean,cut_detection__event_end_time_s__max,0.9806
core_optical_flow__preview_pair_pos__std,cut_detection__event_end_time_s__max,0.9806
cut_detection__event_end_time_s__max,cut_detection__event_start_time_s__max,0.9802
core_clip__scene_atmosphere_scores__mean,core_clip__scene_atmosphere_scores__p50,0.9802
cut_detection__event_end_time_s__std,cut_detection__event_times_s__p90,0.9801
