feature,component,spearman_vs_residual,spearman_vs_target
scene_classification__top1_vs_top2_gap_mean__p90,scene_classification,-0.0307,-0.0574
core_clip__popularity_topic_scores__max,core_clip,-0.0306,0.0287
cut_detection__soft_hist_diff_l1__min,cut_detection,-0.0301,-0.0137
core_optical_flow__cam_affine_scale__p50,core_optical_flow,-0.0298,-0.0195
cut_detection__shot_length_histogram__p50,cut_detection,-0.0298,-0.0237
scene_classification__fraction_high_confidence_frames__p90,scene_classification,-0.0296,-0.0479
core_optical_flow__flow_dir_dispersion__p90,core_optical_flow,0.0295,0.0607
scene_classification__start_frame__std,scene_classification,-0.0289,-0.0677
scene_classification__length_seconds__mean,scene_classification,-0.0281,-0.1542
video_pacing__mean_motion_speed_per_shot,video_pacing,-0.0281,0.1075
scene_classification__start_frame__max,scene_classification,-0.0279,-0.0489
core_optical_flow__dt_seconds__max,core_optical_flow,-0.0279,-0.0846
core_clip__scene_atmosphere_scores__mean,core_clip,-0.0277,0.0981
core_optical_flow__flow_dx_mean_per_sec_norm__p90,core_optical_flow,-0.0274,0.0517
core_optical_flow__cam_ty_per_sec_norm__p50,core_optical_flow,0.0274,0.0608
video_pacing__motion_speed_median,video_pacing,-0.0272,0.0975
core_clip__scene_luxury_scores__p50,core_clip,0.027,-0.0039
cut_detection__event_strength__std,cut_detection,-0.027,-0.0943
cut_detection__edit_style_slow_prob,cut_detection,0.027,0.0077
video_pacing__climax_speed,video_pacing,-0.0269,-0.1056
video_pacing__frame_embedding_diff_mean,video_pacing,0.0269,0.1907
scene_classification__frame_topk_probs__std,scene_classification,-0.0267,-0.0672
cut_detection__hard_score__mean,cut_detection,0.0267,0.1241
scene_classification__frame_topk_ids__p50,scene_classification,-0.0264,-0.0957
video_pacing__motion_speed_90perc,video_pacing,-0.0262,0.1172
core_optical_flow__flow_mag_p95_per_sec_norm__mean,core_optical_flow,-0.0259,0.1027
core_clip__scene_luxury_scores__p90,core_clip,0.0257,-0.0535
scene_classification__top1_vs_top2_gap_mean__max,scene_classification,-0.0256,-0.0297
scene_classification__frame_scene_id__mean,scene_classification,-0.0253,0.0314
cut_detection__motion_flow_mag__min,cut_detection,-0.0252,0.0605
cut_detection__motion_dir_consistency__max,cut_detection,-0.0252,-0.0827
scene_classification__scene_change_score__min,scene_classification,0.0251,0.063
scene_classification__top1_prob_mean__p90,scene_classification,-0.0249,-0.0586
scene_classification__mean_score__p90,scene_classification,-0.0249,-0.0586
cut_detection__flow_mag__min,cut_detection,-0.0248,0.0607
cut_detection__soft_flow_mag__min,cut_detection,-0.0248,0.0607
scene_classification__fraction_high_confidence_frames__min,scene_classification,0.0248,0.0011
scene_classification__end_frame__p90,scene_classification,-0.0247,-0.0721
core_clip__places365_video_topk_scores__p50,core_clip,0.0246,-0.0305
core_optical_flow__flow_consistency__p50,core_optical_flow,0.0246,-0.0305
core_optical_flow__flow_div_abs_mean__p50,core_optical_flow,-0.0246,0.0305
core_clip__places365_video_topk_scores__min,core_clip,0.0246,-0.0319
cut_detection__motion_dir_consistency__mean,cut_detection,-0.0245,-0.014
cut_detection__motion_cam_valid_mask__mean,cut_detection,0.0245,0.0614
cut_detection__event_strength__max,cut_detection,-0.024,-0.0825
cut_detection__long_shots_ratio,cut_detection,-0.0236,-0.1176
scene_classification__class_entropy_mean__max,scene_classification,-0.0234,0.0152
core_optical_flow__flow_dir_dispersion__std,core_optical_flow,-0.0234,0.0585
core_clip__scene_atmosphere_scores__p50,core_clip,-0.0232,0.1057
scene_classification__mean_score__p50,scene_classification,-0.0231,-0.0941
scene_classification__top1_prob_mean__p50,scene_classification,-0.0231,-0.0941
scene_classification__frame_topk_probs__p50,scene_classification,-0.0229,0.0046
video_pacing__motion_shot_corr,video_pacing,0.0229,0.0181
core_optical_flow__flow_mag_p95_per_sec_norm__p50,core_optical_flow,-0.0227,0.084
core_clip__popularity_topic_scores__p90,core_clip,0.0224,0.0935
core_clip__places365_video_topk_scores__mean,core_clip,0.0223,-0.0349
core_optical_flow__flow_dy_mean_per_sec_norm__mean,core_optical_flow,0.0222,0.0046
cut_detection__hard_score__p90,cut_detection,0.022,0.0972
scene_classification__top1_vs_top2_gap_mean__mean,scene_classification,-0.0218,-0.0738
scene_classification__frame_top1_top2_gap__mean,scene_classification,-0.0218,-0.0752
cut_detection__avg_scene_length_shots,cut_detection,0.0215,0.0096
core_optical_flow__flow_dir_sin_mean__p50,core_optical_flow,0.0211,0.0418
scene_classification__label_stability__p50,scene_classification,-0.021,-0.0524
core_clip__scene_aesthetic_scores__p50,core_clip,0.021,0.0015
scene_classification__frame_entropy__mean,scene_classification,0.021,0.0635
cut_detection__scene_to_shot_ratio,cut_detection,-0.0209,0.017
scene_classification__frame_scene_embedding__min,scene_classification,0.0202,0.0462
uniqueness__n_frames,uniqueness,-0.0201,-0.0126
scene_classification__class_entropy_mean__min,scene_classification,0.0199,0.0487
cut_detection__motion_dir_consistency__p50,cut_detection,-0.0198,0.0149
cut_detection__soft_hsv_v__p90,cut_detection,0.0196,-0.0413
scene_classification__frame_scene_embedding__mean,scene_classification,0.0196,0.1855
scene_classification__class_entropy_mean__p90,scene_classification,-0.0196,0.0288
core_optical_flow__flow_dy_mean_per_sec_norm__p50,core_optical_flow,0.0193,0.0313
scene_classification__mean_score__max,scene_classification,-0.0189,-0.0305
scene_classification__top1_prob_mean__max,scene_classification,-0.0189,-0.0305
core_clip__cut_detection_transition_scores__p50,core_clip,-0.0188,0.0499
scene_classification__label_stability__mean,scene_classification,-0.0187,-0.0476
core_clip__cut_detection_transition_scores__mean,core_clip,-0.0186,0.0528
core_clip__frame_embeddings__p90,core_clip,-0.0184,0.0389
scene_classification__frame_topk_probs__p90,scene_classification,-0.018,-0.065
video_pacing__cut_density_map_8bins_4,video_pacing,0.0179,0.1076
video_pacing__shot_duration_mean_normalized,video_pacing,-0.0177,-0.084
cut_detection__event_pair_index__min,cut_detection,-0.017,-0.0618
core_clip__places365_video_topk_indices__min,core_clip,0.0169,-0.0138
scene_classification__frame_top1_top2_gap__min,scene_classification,-0.016,-0.0463
core_clip__places365_video_topk_scores__p90,core_clip,0.0159,-0.0365
scene_classification__class_entropy_mean__p50,scene_classification,0.0158,0.0778
core_clip__places365_topk_scores__mean,core_clip,-0.0155,-0.0684
video_pacing__shots_count,video_pacing,0.0153,0.0808
core_clip__scene_aesthetic_scores__std,core_clip,-0.0152,0.0964
scene_classification__frame_top1_prob__mean,scene_classification,-0.0151,-0.0696
scene_classification__frame_entropy__p50,scene_classification,0.0147,0.0615
core_optical_flow__flow_mag_std_per_sec_norm__max,core_optical_flow,-0.0145,0.1083
core_clip__places365_topk_scores__p50,core_clip,-0.0143,-0.0719
core_clip__shot_quality_scores__p50,core_clip,-0.0143,-0.0512
video_pacing__scene_embedding_jumps,video_pacing,0.0142,-0.0106
cut_detection__soft_lab_l__p90,cut_detection,0.0141,-0.0652
core_clip__shot_quality_scores__mean,core_clip,-0.0141,-0.0469
core_clip__places365_video_topk_scores__max,core_clip,0.014,-0.0374
video_pacing__short_shot_fraction,video_pacing,-0.0137,-0.0793
core_clip__scene_aesthetic_scores__max,core_clip,-0.0136,0.0654
cut_detection__event_pair_index__std,cut_detection,-0.0129,-0.0508
scene_classification__scene_change_score__p50,scene_classification,-0.0127,-0.006
video_pacing__color_change_rate_mean,video_pacing,0.0126,0.1454
core_clip__cut_detection_transition_scores__min,core_clip,0.0124,0.002
core_clip__shot_quality_scores__min,core_clip,0.0123,-0.0137
cut_detection__pair_dt_s__std,cut_detection,-0.0122,-0.0089
core_clip__places365_video_topk_indices__std,core_clip,-0.0116,0.0279
core_optical_flow__flow_mag_std_per_sec_norm__std,core_optical_flow,-0.0115,0.1206
cut_detection__avg_fade_duration,cut_detection,-0.0111,-0.0678
scene_classification__mean_score__mean,scene_classification,-0.0109,-0.0691
scene_classification__top1_prob_mean__mean,scene_classification,-0.0109,-0.0691
scene_classification__class_entropy_mean__mean,scene_classification,0.0106,0.0635
scene_classification__frame_topk_probs__mean,scene_classification,-0.0106,-0.0569
core_clip__frame_embeddings__max,core_clip,0.0106,0.1677
core_optical_flow__flow_consistency__p90,core_optical_flow,0.0103,-0.0487
core_clip__places365_video_topk_scores__std,core_clip,-0.0103,-0.0329
scene_classification__scene_change_score__mean,scene_classification,-0.0097,0.0096
core_optical_flow__flow_mag_p95_per_sec_norm__p90,core_optical_flow,-0.0095,0.1146
core_clip__places365_video_topk_indices__max,core_clip,-0.0095,-0.0246
scene_classification__frame_scene_embedding__max,scene_classification,-0.0094,0.1933
video_pacing__share_of_high_motion_frames,video_pacing,-0.0092,-0.0542
core_optical_flow__cam_affine_rotation__mean,core_optical_flow,-0.009,-0.0457
scene_classification__end_frame__min,scene_classification,0.0088,0.0033
video_pacing__saturation_change_rate,video_pacing,0.0082,0.1565
scene_classification__frame_top1_prob__p50,scene_classification,-0.008,-0.0677
core_clip__shot_quality_scores__p90,core_clip,-0.0073,-0.0527
core_clip__scene_aesthetic_scores__mean,core_clip,0.0071,0.0201
core_optical_flow__flow_mag_p95_per_sec_norm__min,core_optical_flow,-0.0069,0.0732
scene_classification__frame_top1_top2_gap__p50,scene_classification,-0.0063,-0.0588
scene_classification__length_frames__mean,scene_classification,-0.006,-0.091
cut_detection__motion_mag_variance__min,cut_detection,0.006,0.0333
scene_classification__frame_top1_prob__max,scene_classification,0.0058,0.0032
scene_classification__frame_topk_probs__max,scene_classification,0.0058,0.0032
cut_detection__soft_hsv_v__max,cut_detection,0.0055,-0.0347
scene_classification__length_seconds__p50,scene_classification,-0.0054,-0.1475
cut_detection__soft_lab_l__max,cut_detection,-0.0052,-0.0601
cut_detection__hard_cuts_count,cut_detection,-0.0048,0.0259
core_optical_flow__cam_affine_rotation__p50,core_optical_flow,0.0048,0.0224
cut_detection__event_start_time_s__min,cut_detection,0.0047,0.0042
scene_classification__frame_topk_ids__min,scene_classification,0.0046,-0.0406
cut_detection__scene_count,cut_detection,-0.0046,0.0251
cut_detection__scene_hard_cut_transitions,cut_detection,-0.0046,0.0251
core_optical_flow__cam_shake_std_norm__min,core_optical_flow,-0.0046,0.0658
core_optical_flow__flow_mag_std_per_sec_norm__min,core_optical_flow,0.0045,0.0875
uniqueness__repeat_threshold_quality,uniqueness,0.0043,0.0147
video_pacing__share_of_high_motion_shots,video_pacing,0.0043,-0.1103
core_optical_flow__dt_seconds__std,core_optical_flow,-0.0042,-0.008
core_optical_flow__cam_tx_per_sec_norm__p50,core_optical_flow,-0.0038,-0.0368
core_clip__scene_aesthetic_scores__p90,core_clip,-0.0038,0.0712
uniqueness__temporal_change_mean,uniqueness,0.0037,0.159
core_optical_flow__flow_mag_std_per_sec_norm__p90,core_optical_flow,0.0035,0.1364
scene_classification__frame_topk_probs__min,scene_classification,-0.0035,-0.0048
scene_classification__end_time_s__min,scene_classification,-0.0034,-0.0843
cut_detection__motion_dir_consistency__std,cut_detection,-0.0032,-0.0864
cut_detection__hard_cut_strength_p50,cut_detection,0.0031,0.0177
scene_classification__frame_scene_id__p50,scene_classification,-0.003,0.0461
core_clip__shot_quality_scores__std,core_clip,0.0029,-0.0294
cut_detection__hard_cut_strength_mean,cut_detection,-0.0029,0.0374
core_clip__scene_luxury_scores__max,core_clip,-0.0029,-0.0256
cut_detection__hard_cut_strength_p75,cut_detection,-0.0026,0.0403
scene_classification__frame_entropy__min,scene_classification,-0.0024,0.0044
scene_classification__frame_top1_top2_gap__max,scene_classification,0.0024,0.0038
core_optical_flow__flow_dir_sin_mean__p90,core_optical_flow,-0.002,-0.0451
core_optical_flow__flow_mag_std_per_sec_norm__mean,core_optical_flow,0.0019,0.134
cut_detection__hard_score__max,cut_detection,-0.0016,0.0504
cut_detection__audio_spike_cut_ratio,cut_detection,0.0015,-0.0483
cut_detection__event_type_id__min,cut_detection,-0.001,-0.0229
core_optical_flow__flow_div_abs_mean__min,core_optical_flow,0.0006,0.075
core_optical_flow__flow_consistency__max,core_optical_flow,-0.0006,-0.075
core_optical_flow__flow_mag_std_per_sec_norm__p50,core_optical_flow,0.0004,0.1237
video_pacing__cut_density_map_8bins_5,video_pacing,0.0004,0.0814
